name,streaming,network,mentions,score,week added,largest week,largest week amt
BoJack Horseman,Netflix,,61,357,1,12,5
Acapulco,Apple TV+,,61,302,1,15,6
Lust,HBO Max,,61,296,1,21,4
Revenge,N/A,ABC,61,247,1,32,4
Wreck,BBC iPlayer,,60,400,1,2,4
Penny Dreadful,N/A,Showtime,60,273,1,7,8
Badass,N/A,Playboy TV,60,234,1,8,5
The Flight Attendant,HBO Max,,59,377,1,17,7
Villains,N/A,ITV1,59,348,1,13,3
Leaving,N/A,BBC Two,59,315,1,28,4
Amen,N/A,NBC,59,258,3,32,4
The King,N/A,Sky Atlantic,59,220,1,43,5
The Good Wife,N/A,tvN,59,207,1,24,6
Woke,Hulu,,59,87,1,19,9
The Event,HBO Max,,58,406,2,32,5
Hard Time,N/A,National Geographic Channel,58,340,2,5,4
The Chi,N/A,Showtime,58,267,1,37,4
Arrested Development,Netflix,,58,247,1,4,6
Lodge 49,AMC Premiere,AMC,58,240,6,32,6
Inside Man,N/A,Zhejiang TV,58,234,9,42,12
The Baby,N/A,HBO,58,232,1,16,9
Let the Right One In,Showtime on Demand,Showtime,57,411,38,43,8
As If,N/A,UPN,57,405,2,6,5
Ms. Marvel,Disney+,,57,400,20,22,10
Fleishman is in Trouble,Hulu,,57,368,42,50,13
Archer,N/A,NBC,57,338,3,32,6
Rebel,N/A,ABC,57,336,2,40,6
Avenue 5,N/A,HBO,57,312,7,45,10
The Fall,N/A,BBC Two,57,291,2,17,4
Walker,N/A,The CW,57,274,6,30,7
Winter,N/A,Seven Network,57,221,1,1,4
The OA,Netflix,,56,294,3,4,6
Bridgerton,Netflix,,56,292,2,13,15
All Over the Place,N/A,CBBC,56,284,1,38,5
Memories,Viu,,56,273,1,32,6
The Man Who Fell to Earth,N/A,Showtime,56,270,16,19,9
The Nevers,HBO Max,HBO,56,237,1,2,6
The Flash,N/A,CBS,56,232,1,26,4
The Terror,N/A,AMC,56,230,1,3,9
The Word,N/A,CBS,56,214,1,6,4
Irma Vep,N/A,HBO,55,403,20,25,12
Big Little Lies,N/A,HBO,55,373,3,34,6
All of Us,N/A,The CW,55,370,3,5,16
The Wilds,Prime Video,,55,303,1,16,11
The Street,N/A,BBC One,54,470,2,5,14
The Serpent,BBC iPlayer,,54,465,2,42,13
Billy,N/A,CBS,54,369,2,16,6
The Games,N/A,ABC,54,302,1,18,8
Superman,N/A,CBS,54,181,2,5,5
The Bridge,N/A,Channel 4,54,180,2,40,6
The 100,N/A,The CW,54,139,2,18,5
Soldier,N/A,MBC,53,468,1,21,5
Never Have I Ever,Netflix,,53,422,2,30,11
Making It,N/A,NBC,53,348,1,21,4
The Lake,Prime Video,,53,331,1,10,6
Murderville,Netflix,,53,297,5,6,13
In America,N/A,OCS City,53,270,1,25,4
Changi,N/A,ABC,53,254,3,29,6
ZeroZeroZero,N/A,Sky Atlantic,53,207,1,6,7
Manifest,Netflix,,53,155,3,42,9
Basketball,N/A,tvN,52,384,8,14,7
All of Us Are Dead,Netflix,,52,356,3,5,16
Dead to Me,Netflix,,52,306,2,44,13
Doom Patrol,N/A,Cartoon Network,52,282,3,3,7
Gravity,N/A,STARZ,52,280,1,14,5
In the Beginning,N/A,CBS,52,269,1,11,4
Revealed,N/A,Channel 5,52,250,2,11,7
Boss,N/A,STARZ,52,223,1,29,6
BOSS,N/A,Fuji TV,52,223,1,29,6
Top Boy,N/A,Channel 4,52,213,1,12,14
Bodyguard,N/A,BBC One,52,204,1,43,6
The Shadow Line,N/A,BBC Two,52,202,3,43,11
The Rook,N/A,STARZ,52,181,2,48,7
Prisoner,N/A,Network 10,52,144,1,16,5
The Stand,Paramount+,,51,375,1,47,5
Conspiracy,N/A,Channel 5,51,362,1,37,6
Legends,N/A,BBC Four,51,331,1,22,5
Godless,Netflix,,51,316,1,12,4
Mille,N/A,DR1,51,290,1,8,6
Signed,N/A,VH1,51,259,1,28,4
Broken,Netflix,,51,256,2,45,6
Trap,N/A,OCN,51,245,1,14,4
The Following,N/A,FOX,51,235,1,34,5
The Window,Streamz,,50,401,3,5,14
Spooky,N/A,ITV1,50,317,3,38,8
Rovers,N/A,Sky Showcase,50,297,2,37,4
Willow,Disney+,,50,287,1,47,11
Schitt's Creek,N/A,CBC,50,280,1,7,4
The City,N/A,MTV,50,275,2,27,4
The Night Manager,N/A,BBC One,50,254,1,15,6
Endless,Snapchat,,50,252,3,3,5
South Park,N/A,Comedy Central,50,244,3,11,8
The Outs,Vimeo,,50,235,1,4,3
New Girl,N/A,FOX,50,215,2,26,5
Honour,N/A,ITV1,50,213,4,43,11
Scandal,N/A,ABC,50,200,1,36,5
Tales from the Loop,Prime Video,,50,195,1,17,5
Burn Notice,N/A,USA Network,50,151,1,32,5
The Umbrella Academy,Netflix,,49,339,2,23,14
The Legend,N/A,MBC,49,277,1,6,7
Bump,Stan,,49,260,1,32,4
Surface,Apple TV+,,49,249,1,28,5
Clark,Netflix,,49,244,1,16,9
Choose,N/A,One31,49,233,1,14,4
Naruto,Crunchyroll,TV Tokyo,49,208,1,44,5
Remote,N/A,NTV,49,194,2,3,4
White Collar,N/A,USA Network,49,189,1,26,5
Ideal,N/A,BBC Three,49,187,1,39,5
Parenthood,N/A,NBC,49,179,2,13,5
The Rookie,N/A,ABC,49,165,2,48,7
Starstruck,BBC iPlayer,,49,149,2,9,7
Hawkeye,Disney+,,48,327,1,1,12
Dystopia,Prime Video,,48,317,1,27,4
Tulsa King,Paramount+,,48,305,40,45,12
Better Things,N/A,FX,48,260,4,14,5
Ramy,Hulu,,48,251,11,37,12
Nowa,N/A,TVP2,48,177,1,33,3
Medium,N/A,CBS,48,173,1,35,5
Get Shorty,N/A,EPIX,48,165,1,49,4
In the House,N/A,UPN,47,399,4,5,15
Wild Ride,N/A,MTV,47,365,1,17,5
LOVER,N/A,DR3,47,343,2,16,4
The Watcher,Netflix,,47,319,23,39,21
Sola,N/A,Chiba TV,47,297,1,25,5
My Name,Netflix,,47,228,1,33,5
Clone,N/A,BBC Three,47,216,3,21,6
Pitch,N/A,Canal+,47,209,2,32,4
NOVA,N/A,PBS,47,193,1,3,8
Castlevania,Netflix,,47,192,1,21,9
Babylon Berlin,N/A,Sky 1,47,182,3,25,4
The British,N/A,Sky Atlantic,47,180,1,4,4
The Serpent Queen,N/A,STARZ,46,434,36,42,13
On the Edge,N/A,Channel 4,46,283,2,22,3
Hanna,Prime Video,,46,243,3,50,5
Loaded,N/A,The Weather Channel,46,241,2,41,7
Gaslit,N/A,STARZ,46,227,14,17,10
Outlaw,N/A,NBC,46,195,14,20,8
Outlaws,N/A,NBC,46,195,14,20,8
Bluey,N/A,Seven Network,46,170,1,29,6
Strangers,N/A,ITV1,45,264,3,3,4
This Fool,Hulu,,45,262,30,31,12
Detectorists,N/A,BBC Two,45,261,1,35,3
Wasted,N/A,E4,45,234,1,3,3
Baptiste,BBC iPlayer,,45,207,1,11,9
Lucifer,Netflix,,45,196,2,29,10
Black Earth Rising,N/A,BBC Two,45,190,3,43,9
The Honourable Woman,N/A,BBC Two,45,188,6,43,10
Anke,N/A,Sat.1,45,167,1,3,3
The Empire,Disney+ Hotstar,,44,350,3,40,8
Marriage,BBC iPlayer,,44,326,3,5,5
Taskmaster,N/A,RTP1,44,300,2,42,5
Paranormal,Netflix,,44,276,2,2,4
Icing,N/A,MBC,44,264,3,41,4
Made for Love,HBO Max,,44,258,1,18,8
Maniac,TV 2 Play,,44,238,1,8,6
Married,N/A,FX,44,237,2,14,5
The Usual,YouTube,,44,237,3,6,5
The Class,N/A,CBS,44,223,1,29,5
Factory,N/A,Paramount Network,44,210,2,34,6
Cuts,N/A,UPN,44,204,3,17,3
Sketch,N/A,jTBC,44,201,3,18,6
American Gods,N/A,STARZ,44,183,5,29,8
The Killing,Shahid,,44,171,3,4,4
Bad Guys,N/A,OCN,44,164,5,7,6
The Morning Show,Apple TV+,,44,145,1,14,4
Domina,Sky Go,,44,138,3,4,4
Saved,N/A,TNT,44,131,2,11,3
Shantaram,Apple TV+,,43,436,37,39,12
Dicte,N/A,TV2,43,295,1,3,5
Insight,N/A,CBS,43,289,1,3,4
Gravity Falls,N/A,Disney XD,43,244,1,1,4
After Life,Netflix,,43,242,2,3,6
SAS: Rogue Heroes,BBC iPlayer,,43,241,30,43,9
DAVE,N/A,ORF 1,43,240,1,17,5
Jerk,N/A,BBC Three,43,235,3,24,5
Big Brother,N/A,Nine Network,43,221,2,25,4
Outsider,N/A,TV2,43,196,2,2,3
Scrubs,N/A,ABC,43,159,2,7,4
Great Performances,N/A,PBS,42,328,1,18,3
Loot,Apple TV+,,42,317,22,26,7
The Son,N/A,HBO,42,289,2,5,3
Guillermo del Toro's Cabinet of Curiosities,Netflix,,42,267,39,41,13
Shark,N/A,BBC One,42,228,1,21,4
The Detail,N/A,CTV,42,202,2,14,3
George,N/A,ABC,42,195,2,13,3
We Are Lady Parts,All 4,,42,190,2,9,4
Cheat,N/A,ITV1,42,171,4,9,3
Preacher,N/A,AMC,42,146,1,5,8
Five Days,N/A,BBC One,41,570,29,32,7
Extraordinary Attorney Woo,N/A,ENA,41,408,24,27,4
Chaos,N/A,CBS,41,262,3,43,5
The Team,N/A,DR1,41,208,1,32,6
Flip,Eros Now,,41,202,2,11,3
Curb Your Enthusiasm,N/A,HBO,41,196,2,11,4
Riverdale,N/A,The CW,41,193,1,45,10
Homecoming,Prime Video,,41,169,5,24,5
It's a Sin,All 4,,41,168,1,36,5
Screw,All 4,,41,145,2,9,4
Defending Jacob,Apple TV+,,41,122,3,3,3
Lawless,N/A,FOX,40,326,1,14,4
Growing Up,Disney+,,40,314,3,7,3
The Deuce,N/A,HBO,40,234,3,10,6
Letterkenny,CraveTV,,40,223,1,19,6
Teenagers,YouTube,,40,187,2,4,5
Hung,N/A,HBO,40,183,2,15,3
The War,N/A,PBS,40,180,2,12,4
Coming Up,N/A,Channel 4,40,174,1,2,4
Redemption,N/A,Virgin Media One,40,171,1,8,3
Jesus,N/A,CBS,40,165,3,34,4
Miss S,Tencent QQ,Beijing TV,40,164,2,46,4
1923,Paramount+,,40,157,43,50,22
The Handmaid's Tale,Hulu,,39,269,5,35,6
"Love, Death & Robots",Netflix,,39,243,2,18,13
High Hopes,N/A,BBC One Wales,39,219,1,36,3
Calls,Apple TV+,,39,195,2,20,3
Battlestar Galactica,Peacock,,39,191,5,27,4
Buck,N/A,Ketnet,39,184,1,14,3
The Voice,N/A,Seven Network,39,180,1,2,5
The Dragon Prince,Netflix,,39,169,1,41,4
Humans,N/A,Channel 4,39,123,2,18,4
Hotel,N/A,M-Net,38,234,2,46,4
The Wheel,N/A,BBC One,38,230,1,1,6
Smile,N/A,TBS,38,223,3,6,2
Wayne,YouTube Premium,,38,218,2,17,3
WandaVision,Disney+,,38,207,1,13,4
Peep Show,N/A,Channel 4,38,194,2,45,5
Reality Show,N/A,Showtime,38,193,3,9,3
Robin,N/A,SVT1,38,175,3,3,3
Party Down,N/A,STARZ,38,173,1,1,4
The Outlaws,BBC iPlayer,,38,167,14,20,8
Luther,N/A,TF1,38,139,2,2,3
Prison Break,N/A,FOX,38,128,3,26,4
The IT Crowd,N/A,Channel 4,38,119,1,30,4
My Girl,Youku,,37,338,1,30,3
The Haunting of Hill House,Netflix,,37,335,1,28,5
Based on a True Story,Peacock,,37,300,1,10,3
Iris,N/A,NPO 1,37,292,1,31,4
IRIS,N/A,KBS2,37,292,1,31,4
Fried,N/A,BBC Three,37,256,1,15,5
The Recruit,Netflix,,37,256,46,49,14
Single Drunk Female,N/A,FreeForm,37,251,4,10,5
Malcolm in the Middle,N/A,FOX,37,230,7,31,3
Undercover,N/A,jTBC,37,215,1,5,4
Blockbuster,Netflix,,37,209,10,42,10
Potter,N/A,BBC One,37,204,1,1,6
Familie,N/A,VTM,37,187,2,3,3
Sprung,Amazon Freevee,,37,159,30,33,9
Atom,N/A,BBC Four,37,156,2,18,3
Pushing Daisies,N/A,ABC,37,140,2,41,4
Locked,aha,,37,137,2,41,6
The Lot,N/A,AMC,37,136,7,33,6
Minder,N/A,Channel 5,36,276,3,33,4
How To with John Wilson,N/A,HBO,36,273,1,1,4
Glee,N/A,FOX,36,267,2,33,4
Two Weeks,N/A,Fuji TV,36,256,1,10,3
Dates,N/A,Channel 4,36,173,4,29,5
Manhunt,N/A,ITV1,36,160,7,31,4
All American,N/A,The CW,36,153,3,7,4
Spring,YouTube,Ketnet,36,143,4,31,3
Raising Hope,N/A,FOX,36,132,7,32,4
Firefly,N/A,FOX,36,100,2,5,3
Most Dangerous Game,The Roku Channel,,36,72,6,7,9
The Fugitive,Quibi,,36,70,6,7,8
Five Days at Memorial,Apple TV+,,35,553,29,35,6
The Sex Lives of College Girls,HBO Max,,35,374,3,45,8
This World,N/A,BBC Two,35,354,1,11,3
The North Water,BBC iPlayer,,35,218,1,40,5
The Deep,N/A,CBBC,35,217,1,24,6
The Quest,N/A,NBC,35,209,1,44,4
The Marvelous Mrs. Maisel,Prime Video,,35,206,2,8,5
Loki,Disney+,,35,187,1,1,5
The Victim,N/A,BBC One,35,182,3,13,3
Bottom,N/A,BBC Two,35,181,2,18,4
Monsters,N/A,Syndication,35,178,1,14,4
The Challenge,N/A,MTV,35,171,1,18,5
Puzzle,N/A,TV Asahi,35,170,2,38,6
South Side,HBO Max,,35,169,2,12,3
NCIS,N/A,CBS,35,155,1,50,3
Burning,N/A,Dragon TV,35,152,1,8,5
Santa Clarita Diet,Netflix,,35,151,1,41,5
Leverage,N/A,TV Chosun,35,150,1,38,3
It's Fine,Prime Video,,35,142,1,6,2
Fauda,N/A,Yes,35,138,1,20,5
Dennis,N/A,VTM,35,128,1,43,6
The Bill,N/A,ITV1,35,114,1,41,4
BrainDead,N/A,CBS,35,94,1,12,5
Gilmore Girls,N/A,The CW,35,87,2,16,4
Topper,N/A,CBS,34,258,16,16,5
Heartstopper,Netflix,,34,258,16,16,5
Echo 3,Apple TV+,,34,193,37,45,11
The Universe,N/A,H2,34,179,1,46,4
The Outsider,N/A,HBO,34,174,2,2,2
Happy Ending,N/A,jTBC,34,168,2,2,3
Emma,N/A,één,34,160,1,24,4
Good Omens,Prime Video,,34,145,2,9,4
The Bad Guy,Prime Video,,34,144,3,24,4
Bates Motel,N/A,A&E,34,143,3,4,3
Dirk Gently,N/A,BBC Four,34,141,1,16,3
Borgen,N/A,DR1,34,141,1,20,5
The Third Day,N/A,HBO,34,134,5,18,3
Angela Black,N/A,ITV1,34,133,1,3,7
The Sinner,N/A,USA Network,34,111,2,39,6
The Cleaning Lady,N/A,FOX,33,312,1,10,5
American Horror Story,N/A,FX,33,212,2,46,4
Meant to Be,N/A,GMA,33,194,1,12,3
WeCrashed,Apple TV+,,33,190,11,12,11
Crossed,YouTube,,33,172,1,13,4
Identity,N/A,ITV1,33,152,2,33,4
Mytho,N/A,ARTE,33,134,8,40,5
Atypical,Netflix,,33,133,2,3,3
Curiosity,N/A,Discovery Channel,33,122,1,29,4
Hundred,N/A,TV Tokyo,33,121,4,36,4
Gossip,N/A,Showtime,33,99,1,47,6
Amanda,N/A,Mega,32,268,3,14,5
The Time Traveler's Wife,N/A,HBO,32,194,17,22,6
Devils,N/A,Sky Atlantic,32,193,2,43,7
Diabolical,N/A,Investigation Discovery,32,180,9,10,10
Kim's Convenience,N/A,CBC,32,177,2,7,3
Solo,Prime Video,,32,161,1,23,4
GLOW,Netflix,,32,161,2,20,3
The Simpsons,N/A,FOX,32,155,1,6,4
Trust Me,N/A,BBC One,32,150,1,1,3
Moonhaven,AMC+,,32,150,23,32,8
Innocent,N/A,ITV1,32,146,1,11,5
Bones,N/A,FOX,32,132,1,32,3
Titans,HBO Max,,32,130,1,7,3
Insecure,N/A,HBO,32,122,2,3,3
Last Tango in Halifax,N/A,BBC One,32,116,2,11,4
Tango,N/A,MBC 4,32,116,2,11,4
Resident Evil,Netflix,,32,113,18,26,21
Blacklist,N/A,GMM25,32,85,3,6,5
Santo,Netflix,,32,72,6,7,8
Star Trek: Strange New Worlds,Paramount+,,31,247,12,20,6
The Lincoln Lawyer,Netflix,,31,183,7,17,6
Olivia,N/A,TF1,31,151,1,10,5
Love Me,Binge,,31,151,2,24,3
Specials,N/A,BBC One,31,148,1,12,4
Big Deal,N/A,BBC One,31,144,2,47,4
Trapped,N/A,National Geographic Channel,31,132,1,14,4
Family Guy,N/A,FOX,31,120,1,11,3
Sons of Anarchy,N/A,FX,31,117,6,24,3
American Auto,N/A,NBC,31,102,2,4,5
Generation Kill,N/A,HBO,31,99,1,5,4
Spartacus,N/A,USA Network,31,96,1,3,4
Kidding,N/A,Showtime,30,349,1,2,2
The Essex Serpent,Apple TV+,,30,261,16,18,7
Jesse,N/A,NBC,30,250,2,45,3
The Midnight Club,Netflix,,30,228,37,38,11
Dynasty,N/A,The CW,30,221,3,10,3
Fallen,N/A,FreeForm,30,190,1,32,4
Model,N/A,SBS,30,176,3,14,3
Get Out,HDnet,,30,170,3,3,3
Now and Then,Apple TV+,,30,157,1,19,5
Crime Story,N/A,NBC,30,156,2,11,4
Witness,N/A,HBO,30,153,5,9,3
Orient,N/A,TV Tokyo,30,153,5,29,3
Mafia,ZEE5,,30,126,1,11,5
All Creatures Great and Small,N/A,Channel 5,30,123,2,2,3
Quantum Leap,N/A,NBC,30,112,8,36,8
Laid,N/A,ABC,30,106,1,32,3
Kid Cosmic,Netflix,,30,105,4,9,4
Buffy the Vampire Slayer,N/A,UPN,30,102,3,5,3
Addicted,N/A,Discovery Life,29,217,1,3,3
ADDA,N/A,Telefe,29,213,7,45,10
My Hero,N/A,NBC,29,212,6,6,2
A League of Their Own,Prime Video,,29,209,29,30,7
The Wheel of Time,Prime Video,,29,207,1,33,5
Wilder,N/A,SRF 1,29,181,1,3,5
Coming of Age,N/A,CBS,29,178,7,39,3
Wolf Like Me,Stan,,29,168,2,3,7
In the Dark,N/A,The CW,29,167,2,24,3
The Cult,N/A,TVNZ 2,29,165,1,31,3
Stark,N/A,BBC One,29,162,1,32,5
Item,N/A,MBC,29,162,3,15,4
Girls5eva,Netflix,,29,160,2,2,4
On Story,N/A,World,29,153,2,2,2
Giri/Haji,BBC iPlayer,,29,151,1,9,3
Dollar,Netflix,,29,151,3,24,3
Misfits,N/A,E4,29,146,5,5,8
The Magician,N/A,NBC,29,142,2,46,4
Taboo,N/A,BBC One,29,136,3,42,4
Lynch,N/A,Fox Premium,29,133,4,16,6
Celebrity,N/A,NBC,29,127,1,14,3
Skins,N/A,MTV,29,103,1,6,4
Rake,N/A,ABC,29,74,1,45,4
Adventure Time,N/A,Cartoon Network,28,210,1,12,5
The Responder,BBC iPlayer,,28,198,4,4,4
Prehistoric Planet,Apple TV+,,28,196,16,18,11
The Legend of Vox Machina,Prime Video,,28,188,3,5,6
Divorce,N/A,HBO,28,185,2,14,3
Eden,N/A,USA Network,28,158,3,14,3
Diana,N/A,NBC,28,154,6,44,7
Stanley,N/A,Disney Junior,28,150,5,15,4
Chucky,N/A,Syfy,28,148,3,44,7
The Godfather,N/A,DMC,28,137,16,32,4
How I Met Your Father,Hulu,,28,136,3,3,6
Frasier,Paramount+,,28,112,1,50,5
House of Cards,N/A,BBC One,28,105,1,2,4
Condor,Pickbox NOW,,28,101,1,1,2
Gossip Girl,HBO Max,,28,81,1,47,6
SEAL Team,Paramount+,,28,75,1,45,4
Check It Out!,N/A,CTV,28,67,1,41,3
Borderline,Prime Video,,27,206,3,34,3
Ireland,N/A,MBC,27,193,2,36,3
Uncle,N/A,TV Chosun,27,165,4,45,4
You're the Worst,N/A,FXX,27,164,1,11,3
Chainsaw Man,N/A,TV Tokyo,27,159,34,47,5
Pretty Little Liars,Viu,,27,158,6,28,8
By Any Means,N/A,BBC One,27,156,1,6,3
Love Story,N/A,NBC,27,154,3,17,5
My Name is Earl,N/A,NBC,27,149,19,33,5
So Weird,N/A,Disney Channel,27,143,1,1,2
Happy Endings,N/A,ABC,27,142,2,2,3
Old School,N/A,ABC,27,138,3,17,3
Cowboy Bebop,Netflix,,27,136,1,1,5
Altered Carbon,Netflix,,27,136,1,34,4
Upright,Binge,,27,126,17,44,5
Legendary,HBO Max,,27,123,6,39,4
Wayward Pines,N/A,FOX,27,114,7,8,5
Shadow and Bone,Netflix,,27,114,2,5,4
Emily in Paris,Netflix,,27,113,1,2,5
Shoresy,CraveTV,,27,113,7,19,9
Bounty Hunters,N/A,CMT,27,112,2,19,3
Kirk,N/A,The WB,27,107,1,20,3
The Spy,Netflix,,27,106,1,50,4
Sins,N/A,CBS,27,100,3,35,3
The Queen's Gambit,Netflix,,27,98,1,5,3
Pulling,N/A,BBC Three,27,96,5,5,2
Farscape,N/A,Syfy,27,95,3,41,5
Tunnel,GoPlay,,27,92,5,40,8
Washington,N/A,History,27,85,1,14,3
Demons,N/A,ITV1,27,83,3,5,2
The Woman in the House Across the Street from the Girl in the Window,Netflix,,26,268,4,5,10
Chaotic,N/A,FOX,26,193,1,23,5
Beforeigners,HBO Max,HBO Nordic,26,184,1,1,7
Freaks and Geeks,N/A,NBC,26,167,2,4,4
The Core,Shudder,,26,159,1,22,2
Horizon,N/A,BBC Two,26,148,2,9,3
Vampires,Netflix,,26,143,1,42,3
The Weekly,N/A,FX,26,138,5,9,3
Space Force,Netflix,,26,136,4,8,14
Bodies,N/A,BBC Three,26,132,2,4,2
Getting On,N/A,BBC Four,26,130,1,1,2
Triangle,N/A,BBC One,26,130,1,44,7
BOOM,BluTV,,26,128,3,25,3
Exit,NRK TV,,26,125,2,20,4
Wheels,N/A,NBC,26,122,1,3,2
Better Off Ted,N/A,ABC,26,118,2,2,3
The X-Files,N/A,FOX,26,117,4,40,3
The Bastard,N/A,Syndication,26,111,1,41,4
Victoria,N/A,Telemundo,26,104,1,9,3
Departure,Peacock,,26,96,1,1,2
Signal,Tencent QQ,,26,83,2,6,6
3 Days,N/A,SBS,25,245,1,5,2
Wings,N/A,BBC One,25,188,6,26,3
Cake,N/A,CBS,25,170,2,24,3
The Thing About Pam,N/A,NBC,25,165,11,14,4
Selena,N/A,ATV,25,163,2,28,5
Over the Garden Wall,N/A,Cartoon Network,25,152,2,21,4
Intelligence,Sky Go,,25,134,2,20,2
American Crime,N/A,ABC,25,130,2,11,3
Deman,N/A,VTM,25,128,1,3,2
Prodigy,Quibi,,25,125,2,29,4
Christian,Now,Sky Atlantic,25,125,2,9,3
Julie,N/A,DR1,25,110,2,2,3
Around the World in 80 Days,ZDFmediathek,,25,107,1,1,6
The Sister,N/A,ITV1,25,103,2,33,5
Hide,Peacock,,25,100,2,2,2
Longmire,Netflix,,25,98,1,10,3
Super Pumped,N/A,Showtime,25,98,9,15,7
The West Wing,N/A,NBC,25,95,1,39,5
Teenage Bounty Hunters,Netflix,,25,95,2,19,3
Black Summer,Netflix,,25,82,4,4,3
Invasion,Apple TV+,,25,69,1,10,3
Entourage,N/A,tvN,25,48,2,32,5
Rooms,N/A,ITV1,24,178,2,15,3
Crisis,N/A,NBC,24,174,1,29,3
Original Sin,iQIYI,,24,166,28,28,10
Breathe,Prime Video,,24,163,2,2,2
Revolution,N/A,NBC,24,145,3,11,5
Warrior Nun,Netflix,,24,139,20,43,7
Marie,N/A,NBC,24,138,1,1,2
Falco,Prime Video,,24,130,1,3,3
Sense8,Netflix,,24,129,2,4,4
American Crime Story,N/A,FX,24,123,2,11,3
Panic,Prime Video,,24,122,1,20,3
The Magicians,N/A,BBC One,24,121,2,9,3
Trivia,N/A,RTÉ ONE,24,121,1,11,3
Screenplay,N/A,BBC Two,24,119,2,29,4
Chosen,Netflix,,24,117,1,6,3
Africa,N/A,BBC One,24,115,2,9,3
Maria,N/A,TBS,24,111,3,4,4
Shrink,Seeso,,24,106,1,1,2
City on a Hill,N/A,Showtime,24,106,3,30,5
Slow Start,N/A,Tokyo MX,24,106,2,43,4
Maggie,N/A,Lifetime,24,106,9,25,6
Maids,N/A,jTBC,24,105,1,35,3
The Mentalist,N/A,CBS,24,102,3,6,2
Futurama,Hulu,,24,100,1,7,3
The Hero,N/A,NBC,24,91,1,6,5
Treason,Netflix,,24,88,49,50,14
Switched,Netflix,,24,83,4,25,3
Bel-Air,Peacock,,24,83,6,8,9
Abandoned,N/A,Vice TV,24,79,1,1,2
Glue,N/A,E4,24,75,3,40,3
Action Pack,Netflix,,23,174,1,1,2
Smash,N/A,NBC,23,164,1,3,3
Going Forward,N/A,BBC Four,23,154,2,26,2
On Air,N/A,SBS,23,151,3,3,2
Timeless,N/A,ESPN2,23,146,3,30,3
Damned,N/A,Channel 4,23,137,4,6,2
Sable,N/A,ABC,23,130,12,12,4
Confess,go90,,23,127,3,8,2
Bleach,Crunchyroll,TV Tokyo,23,119,1,44,4
Cooper,N/A,ITV1,23,112,4,25,3
Inside Job,Netflix,,23,111,1,44,9
Go Ahead,N/A,Hunan TV,23,109,3,26,4
Ratched,Netflix,,23,99,1,3,2
I'm Sorry,N/A,truTV,23,93,4,43,2
Invisible,N/A,La Une,23,90,3,10,3
The Musical,N/A,SBS,23,90,3,5,3
Vinland Saga,N/A,NHK,23,89,3,37,3
Cowboys,N/A,ITV1,23,86,2,25,3
The Truth,iQIYI,,23,81,1,45,4
Good Doctor,N/A,Fuji TV,23,79,5,24,4
Quarry,N/A,Cinemax,23,73,4,24,5
Guns,N/A,CBC,23,68,1,3,2
Committed,N/A,CTV,23,67,3,13,2
Death Note,N/A,NTV,23,59,1,41,3
Fast Forward,N/A,Seven Network,23,59,3,5,3
Veronica Mars,Hulu,,23,51,3,10,6
The Thick of It,N/A,BBC Four,22,211,4,30,4
Stoked,N/A,Teletoon,22,171,2,33,3
The Changes,N/A,BBC One,22,164,1,1,3
The Power,Prime Video,,22,141,3,3,3
Solar Opposites,Hulu,,22,133,3,25,5
Mystic,BBC iPlayer,,22,125,2,41,4
Babies,Netflix,,22,116,2,2,2
As We See It,Prime Video,,22,114,4,4,3
Amber,N/A,RTÉ ONE,22,109,2,28,3
Flowers,N/A,Channel 4,22,109,6,14,4
Ice Show,N/A,M6,22,105,3,3,3
Baseball,N/A,PBS,22,103,3,31,5
Sherwood,N/A,BBC One,22,96,21,39,4
The Island,N/A,Dave,22,94,1,17,5
Lewis,N/A,ITV1,22,88,2,2,3
Sneaky Pete,Prime Video,,22,83,1,35,4
Magpie Murders,BritBox,,22,83,9,40,5
Baskets,N/A,FX,22,81,3,3,2
Blank,NRK TV,,22,80,1,2,3
Naomi,N/A,The CW,22,78,2,2,4
Caper,Hulu,,22,76,1,1,4
Nancy,N/A,NBC,22,76,3,4,2
The Originals,N/A,The CW,22,73,2,18,3
The Master,N/A,NBC,22,64,11,11,4
Karen,N/A,ABC,22,64,7,21,3
The Blacklist,N/A,NBC,22,53,3,6,4
Strike Back,N/A,Cinemax,22,45,1,26,4
Bonkers,N/A,Toon Disney,21,167,3,3,3
Something Special,N/A,CBeebies,21,164,1,26,3
The Rebel,filimo,,21,154,6,40,4
Dexter: New Blood,N/A,Showtime,21,153,1,1,6
Vikings: Valhalla,Netflix,,21,151,9,10,6
Accused,N/A,FOX,21,146,6,32,3
Wellington Paranormal,N/A,TVNZ 2,21,145,7,10,2
Welcome to Flatch,N/A,FOX,21,145,11,12,6
Pieces of Her,Netflix,,21,143,10,10,7
Disjointed,Netflix,,21,136,1,29,3
Secrets,N/A,één,21,135,2,17,3
The Pacific,N/A,HBO,21,127,1,3,5
The Hour,N/A,BBC Two,21,126,5,12,3
Abraham,N/A,TNT,21,120,6,45,4
The Wood,N/A,Showtime,21,115,2,29,3
Swing,N/A,Playboy TV,21,114,1,6,2
Shane,N/A,ABC,21,112,3,14,3
That Dirty Black Bag,AMC+,,21,111,9,12,3
Robins,N/A,SVT1,21,110,3,15,2
Lovesick,Netflix,,21,105,8,28,3
